Symbol,Date,CP
BABA,22/05/2019,158.830002
BABA,23/05/2019,156
BABA,24/05/2019,155
BABA,28/05/2019,154.809998
BABA,29/05/2019,152.479996
BABA,30/05/2019,151.070007
BABA,31/05/2019,149.259995
BABA,3/06/2019,149.910004
BABA,4/06/2019,154.149994
BABA,5/06/2019,151.649994
BABA,6/06/2019,151.5
BABA,7/06/2019,154.229996
BABA,10/06/2019,159.850006
BABA,11/06/2019,162.649994
BABA,12/06/2019,160.039993
BABA,13/06/2019,160.330002
BABA,14/06/2019,158.100006
BABA,17/06/2019,159.910004
BABA,18/06/2019,165.509995
BABA,19/06/2019,165.460007
BABA,20/06/2019,168.25
BABA,21/06/2019,167.550003
BABA,24/06/2019,168.100006
BABA,25/06/2019,165.800003
BABA,26/06/2019,168.990005
BABA,27/06/2019,170.899994
BABA,28/06/2019,169.449997
BABA,1/07/2019,175.050003
BABA,2/07/2019,175.449997
BABA,3/07/2019,174.669998
BABA,5/07/2019,173.300003
BABA,8/07/2019,168.449997
BABA,9/07/2019,168.800003
BABA,10/07/2019,166.929993
BABA,11/07/2019,166.550003
BABA,12/07/2019,169.070007
BABA,15/07/2019,173.5
BABA,16/07/2019,174.190002
BABA,17/07/2019,174.820007
BABA,18/07/2019,172.800003
BABA,19/07/2019,172.990005
BABA,22/07/2019,174
BABA,23/07/2019,178.089996
BABA,24/07/2019,178.669998
BABA,25/07/2019,177.289993
BABA,26/07/2019,178.740005
BABA,29/07/2019,177.020004
BABA,30/07/2019,174.100006
BABA,31/07/2019,173.110001
BABA,1/08/2019,165.649994
BABA,2/08/2019,161
BABA,5/08/2019,153.669998
BABA,6/08/2019,157.429993
BABA,7/08/2019,159.169998
BABA,8/08/2019,162.220001
BABA,9/08/2019,159.119995
BABA,12/08/2019,159.309998
BABA,13/08/2019,164.029999
BABA,14/08/2019,162.059998
BABA,15/08/2019,166.970001
BABA,16/08/2019,174.600006
BABA,19/08/2019,178.279999
BABA,20/08/2019,177.210007
BABA,21/08/2019,175.240005
BABA,22/08/2019,171.910004
BABA,23/08/2019,164.539993
BABA,26/08/2019,165.899994
BABA,27/08/2019,166.199997
BABA,28/08/2019,167.479996
BABA,29/08/2019,172.809998
BABA,30/08/2019,175.029999
BABA,3/09/2019,172.410004
BABA,4/09/2019,174.330002
BABA,5/09/2019,178.940002
BABA,6/09/2019,176.690002
BABA,9/09/2019,177.779999
BABA,10/09/2019,174.990005
BABA,11/09/2019,176.089996
BABA,12/09/2019,178.240005
BABA,13/09/2019,179.169998
BABA,16/09/2019,177.070007
BABA,17/09/2019,179
BABA,18/09/2019,180
BABA,19/09/2019,180.460007
BABA,20/09/2019,182.509995
BABA,23/09/2019,176.979996
BABA,24/09/2019,171.550003
BABA,25/09/2019,176.660004
BABA,26/09/2019,175
BABA,27/09/2019,165.979996
BABA,30/09/2019,167.229996
BABA,1/10/2019,165.149994
BABA,2/10/2019,165.770004
BABA,3/10/2019,169.479996
BABA,4/10/2019,170.339996
BABA,7/10/2019,168.320007
BABA,8/10/2019,161.929993
BABA,9/10/2019,165.190002
BABA,10/10/2019,166.070007
BABA,11/10/2019,172.940002
BABA,14/10/2019,171.160004
BABA,15/10/2019,175.289993
BABA,16/10/2019,177.119995
BABA,17/10/2019,176.850006
BABA,18/10/2019,169.130005
BABA,21/10/2019,173.520004
BABA,22/10/2019,169.889999
BABA,23/10/2019,169.919998
BABA,24/10/2019,172.550003
BABA,25/10/2019,174.309998
BABA,28/10/2019,178.679993
BABA,29/10/2019,176.889999
BABA,30/10/2019,177.529999
BABA,31/10/2019,176.669998
BABA,1/11/2019,176.460007
BABA,4/11/2019,179.690002
BABA,5/11/2019,182
BABA,6/11/2019,184.160004
BABA,7/11/2019,186.660004
BABA,8/11/2019,187.160004
BABA,11/11/2019,186.710007
BABA,12/11/2019,186.970001
BABA,13/11/2019,182.479996
BABA,14/11/2019,182.800003
BABA,15/11/2019,185.490005
BABA,18/11/2019,184.610001
BABA,19/11/2019,185.25
BABA,20/11/2019,182.350006
BABA,21/11/2019,184.860001
BABA,22/11/2019,186.779999
BABA,25/11/2019,190.449997
BABA,26/11/2019,194.699997
BABA,27/11/2019,200.820007
BABA,29/11/2019,200
BABA,2/12/2019,196.309998
