Symbol,Date,CP
FB,28/09/2018,164.460007
FB,1/10/2018,162.440002
FB,2/10/2018,159.330002
FB,3/10/2018,162.429993
FB,4/10/2018,158.850006
FB,5/10/2018,157.330002
FB,8/10/2018,157.25
FB,9/10/2018,157.899994
FB,10/10/2018,151.380005
FB,11/10/2018,153.350006
FB,12/10/2018,153.740005
FB,15/10/2018,153.520004
FB,16/10/2018,158.779999
FB,17/10/2018,159.419998
FB,18/10/2018,154.919998
FB,19/10/2018,154.050003
FB,22/10/2018,154.779999
FB,23/10/2018,154.389999
FB,24/10/2018,146.039993
FB,25/10/2018,150.949997
FB,26/10/2018,145.369995
FB,29/10/2018,142.089996
FB,30/10/2018,146.220001
FB,31/10/2018,151.789993
FB,1/11/2018,151.75
FB,2/11/2018,150.350006
FB,5/11/2018,148.679993
FB,6/11/2018,149.940002
FB,7/11/2018,151.529999
FB,8/11/2018,147.869995
FB,9/11/2018,144.960007
FB,12/11/2018,141.550003
FB,13/11/2018,142.160004
FB,14/11/2018,144.220001
FB,15/11/2018,143.850006
FB,16/11/2018,139.529999
FB,19/11/2018,131.550003
FB,20/11/2018,132.429993
FB,21/11/2018,134.820007
FB,23/11/2018,131.729996
FB,26/11/2018,136.380005
FB,27/11/2018,135
FB,28/11/2018,136.759995
FB,29/11/2018,138.679993
FB,30/11/2018,140.610001
FB,3/12/2018,141.089996
FB,4/12/2018,137.929993
FB,6/12/2018,139.630005
FB,7/12/2018,137.419998
FB,10/12/2018,141.850006
FB,11/12/2018,142.080002
FB,12/12/2018,144.5
FB,13/12/2018,145.009995
FB,14/12/2018,144.059998
FB,17/12/2018,140.190002
FB,18/12/2018,143.660004
FB,19/12/2018,133.240005
FB,20/12/2018,133.399994
FB,21/12/2018,124.949997
FB,24/12/2018,124.059998
FB,26/12/2018,134.179993
FB,27/12/2018,134.520004
FB,28/12/2018,133.199997
FB,31/12/2018,131.089996
FB,2/01/2019,135.679993
FB,3/01/2019,131.740005
FB,4/01/2019,137.949997
FB,7/01/2019,138.050003
FB,8/01/2019,142.529999
FB,9/01/2019,144.229996
FB,10/01/2019,144.199997
FB,11/01/2019,143.800003
FB,14/01/2019,145.389999
FB,15/01/2019,148.949997
FB,16/01/2019,147.539993
FB,17/01/2019,148.300003
FB,18/01/2019,150.039993
FB,22/01/2019,147.570007
FB,23/01/2019,144.300003
FB,24/01/2019,145.830002
FB,25/01/2019,149.009995
FB,28/01/2019,147.470001
FB,29/01/2019,144.190002
FB,30/01/2019,150.419998
FB,31/01/2019,166.690002
FB,1/02/2019,165.710007
FB,4/02/2019,169.25
FB,5/02/2019,171.160004
FB,6/02/2019,170.490005
FB,7/02/2019,166.380005
FB,8/02/2019,167.330002
FB,11/02/2019,165.789993
FB,12/02/2019,165.039993
FB,13/02/2019,164.070007
FB,14/02/2019,163.949997
FB,15/02/2019,162.5
FB,19/02/2019,162.289993
FB,20/02/2019,162.559998
FB,21/02/2019,160.039993
FB,22/02/2019,161.889999
FB,25/02/2019,164.619995
FB,26/02/2019,164.130005
FB,27/02/2019,162.809998
FB,28/02/2019,161.449997
FB,1/03/2019,162.279999
FB,4/03/2019,167.369995
FB,5/03/2019,171.259995
FB,6/03/2019,172.509995
FB,7/03/2019,169.130005
FB,8/03/2019,169.600006
FB,11/03/2019,172.070007
FB,12/03/2019,171.919998
FB,13/03/2019,173.369995
FB,14/03/2019,170.169998
FB,15/03/2019,165.979996
FB,18/03/2019,160.470001
FB,19/03/2019,161.570007
FB,20/03/2019,165.440002
FB,21/03/2019,166.080002
FB,22/03/2019,164.339996
FB,25/03/2019,166.289993
FB,26/03/2019,167.679993
FB,27/03/2019,165.869995
FB,28/03/2019,165.550003
FB,29/03/2019,166.690002
FB,1/04/2019,168.699997
FB,2/04/2019,174.199997
FB,3/04/2019,173.539993
FB,4/04/2019,176.020004
FB,5/04/2019,175.720001
FB,8/04/2019,174.929993
FB,9/04/2019,177.580002
FB,10/04/2019,177.820007
FB,11/04/2019,177.509995
FB,12/04/2019,179.100006
FB,15/04/2019,179.649994
FB,16/04/2019,178.869995
FB,17/04/2019,178.779999
FB,18/04/2019,178.279999
FB,22/04/2019,181.440002
FB,23/04/2019,183.779999
FB,24/04/2019,182.580002
FB,25/04/2019,193.259995
FB,26/04/2019,191.490005
FB,29/04/2019,194.779999
FB,30/04/2019,193.399994
FB,1/05/2019,193.029999
FB,2/05/2019,192.529999
FB,3/05/2019,195.470001
FB,6/05/2019,193.880005
FB,7/05/2019,189.770004
FB,8/05/2019,189.539993
FB,9/05/2019,188.649994
FB,10/05/2019,188.339996
FB,13/05/2019,181.539993
FB,14/05/2019,180.729996
FB,15/05/2019,186.270004
FB,16/05/2019,186.990005
FB,17/05/2019,185.300003
FB,20/05/2019,182.720001
FB,21/05/2019,184.820007
FB,22/05/2019,185.320007
FB,23/05/2019,180.869995
FB,24/05/2019,181.059998
